puzzle,solution
306520740245100069789046025123457896400690030690203450531762904800914573974830612,316529748245178369789346125123457896458691237697283451531762984862914573974835612
095030080120408609400000130204065000050090214079100300031042800000500020982706543,795631482123458679468279135214365798356897214879124356531942867647583921982716543
407030060020060078600000104004370800360890407790624315501046982846912753000503601,457138269123469578689257134214375896365891427798624315531746982846912753972583641
910025000200000089078000125023400700456000013000010540000081902061000000002000000,914825637235167489678349125123456798456798213789213546347581962561932874892674351
000090040104000009509470020200000000346080010807205304030060000600003001002041638,783192546124356789569478123215634897346789215897215364431867952658923471972541638
832000146140000700679140200003400690000890027708062051000685000560004800084013002,832579146145236789679148235213457698456891327798362451321685974567924813984713562
850041000100069470060000000200605009375890610600410200030000800000103000000050000,857341926123569478469278135214635789375892614698417253531924867746183592982756341
800000005123450089567009204000340007046090052789000346001625978058071403972834060,894263715123457689567189234215346897346798152789512346431625978658971423972834561
001768903236100578089230146120456089407091062608327415300084697864000001970612800,541768923236149578789235146123456789457891362698327415312584697864973251975612834
800430029234150678500200134120546890457891063698372410012784950706910300980600701,861437529234159678579268134123546897457891263698372415312784956746915382985623741
000000000103000608080000134204075009006000007000000050005740982001930546042006000,467813295123459678589267134214375869356198427798624351635741982871932546942586713
500201067120567480007009105210635000300798200700000036030070040041953072000416053,589241367123567489467389125214635798356798214798124536635872941841953672972416853
005472010003000400470030250004356080306807100098210060500001007040920631001700002,685472913123569478479138256214356789356897124798214365532641897847925631961783542
025980300046027089789000024213460098457298613000700245530042960862009431070600852,125984376346127589789356124213465798457298613698713245531842967862579431974631852
009203071123050080578009234214075806356801420090604100030710040700940312901000760,469283571123457689578169234214375896356891427897624153632718945785946312941532768
900423006103567480450089037000356708300000504089700000000002900792630001840901000,978423156123567489456189237214356798367298514589714362631842975792635841845971623
007569100020300000080127300010456700008000236006200050030070064800904517070610803,347569182125348679689127345213456798458791236796283451531872964862934517974615823
706350000034200560580467123213540789457000310090100240040618972871925634900730001,726351498134289567589467123213546789457892316698173245345618972871925634962734851
006000085125008009080406000200000698000080000090123540501290000000001900074800000,346912785125378469789456123213547698457689231698123547531294876862731954974865312
200193460130000500680450100300506000060089000090012600500900080000601000900005004,257193468134268579689457123312546897465789231798312645521934786843671952976825314
210350004305079260789246135100065789407800320698723451501982607872614090964537810,216358974345179268789246135123465789457891326698723451531982647872614593964537812
025406100100000007709005006010000000400090020697320000500060000870900062000000801,325476189146289357789135246213547698458691723697328415531862974874913562962754831
640070003235048670709206140103000908050891207800002451310605004570924310004703000,641579823235148679789236145123457968456891237897362451312685794578924316964713582
800670951035009000079158004200460000000890000090302005001084596060001800080000300,842673951135249678679158234213465789456897123798312465321784596567931842984526317
305000801120050009009000200000065708450709100000010400500000004002590000967004010,375926841124358679689147235213465798456789123798213456531672984842591367967834512
007500030230107589500000107103456008459781200786390400300025906672010004890604300,917548632234167589568239147123456798459781263786392415341825976672913854895674321
070406105104007600008120347013508706406791230897263451032815900781930562940670810,379486125124357689568129347213548796456791238897263451632815974781934562945672813
500029371123567089009130250214356090050891024800274135031780942705912863000603507,568429371123567489479138256214356798357891624896274135631785942745912863982643517
008306029000479568569020040210000006356892471007614205031000902742980603005260714,478356129123479568569128347214537896356892471897614235631745982742981653985263714
092051008000000000000009125200405000056097203089120500500000904030910000000080000,392651478145278369678349125213465897456897213789123546521736984837914652964582731
025478369300129070780306020210547006008091207690283410001760980002905040970800600,125478369346129578789356124213547896458691237697283415531764982862915743974832651
650100097034000008780350120010460780407801205098703410020680000040900052000012000,652148397134279568789356124213465789467891235598723416325684971841937652976512843
003000706105267080079300024012546890450001003800700000001004908064000531038105602,283419756145267389679358124312546897457891263896723415521634978764982531938175642
260005000100209500580060104010406009058091200090823415000530008803002600075610300,267145893134289567589367124312456789458791236796823415621534978843972651975618342
010943278204178569789056034120065097006789302007300450000627985062801040008030020,615943278234178569789256134123465897456789312897312456341627985562891743978534621
173800560245036780689007023312540097056270308798361045521704906867900450030000871,173892564245136789689457123312548697456279318798361245521784936867913452934625871
562780134104250789089130056213060097456897300807310065020641900641978023978503641,562789134134256789789134256213465897456897312897312465325641978641978523978523641
369800271104060509000029346210475098456090030090613420030702954005031862980046013,369854271124367589578129346213475698456298137897613425631782954745931862982546713
600300100000269008509008006213076090456001007807503001001700054742905083000000700,628357149134269578579148236213476895456891327897523461361782954742915683985634712
905840103103567480478039050204306700307298604009071325531704902746920801092613507,965842173123567489478139256214356798357298614689471325531784962746925831892613547
002000097345100000080000040000500080450398000807612050000860970000004001000000020,162485397345179268789236145213547689456398712897612453521863974678924531934751826
852407639104060570079300104210540897067001253598703416321674980700082361986130742,852417639134269578679358124213546897467891253598723416321674985745982361986135742
008003926035100470609240000100456789540090013800002564301604897760085301084701602,418573926235169478679248135123456789546897213897312564351624897762985341984731652
004100700003789456789056123215300689040298017890561234001872065650904800000015040,564123798123789456789456123215347689346298517897561234431872965652934871978615342
802005461000007589500140007213050098406700103798302040000594076600800910080020050,872935461134267589569148237213456798456789123798312645321594876645873912987621354
000005643045000700600300120132050896000000010700010004003500970060080002090000060,921875643345126789678349125132457896456298317789613254213564978567981432894732561
080900004004078000509104000200450000000780003090010450600007900802690035005030001,387965124124378569569124378213456897456789213798213456631547982842691735975832641
060094000000000000000056000312005090000000300097012000520040000600983521038520046,163794258245138679789256134312465897456879312897312465521647983674983521938521746
170008030005140000080000004000475069400800010000613050000934780043020000007080203,174268935235149678689357124312475869456892317798613452521934786843726591967581243
503406702004050080000000040210000800346709050090200036001560908052903100900841020,583496712124357689679128345215634897346789251798215436431562978852973164967841523
042007061105000008009048200003000000007801026000370000321004597006700040780900613,842537961135269478679148235213456789457891326968372154321684597596713842784925613
100358792235170408789240100312065879057891326090720514520630987800907253970582041,164358792235179468789246135312465879457891326698723514521634987846917253973582641
203601000156008349789040026012406798060000013097000460020067934630010002070032601,243691857156278349789345126312456798465789213897123465521867934638914572974532681
068020510123567489457189006010035090300208160000401300500840972706902850092753641,968324517123567489457189236214635798375298164689471325531846972746912853892753641
460185209120060508000230146204050090300701460700824015600502084072900650040610003,467185239123469578589237146214356897358791462796824315631572984872943651945618723
501072480246189350089005126023450798050200613090703205310007004802034570970061800,531672489246189357789345126123456798457298613698713245315827964862934571974561832
090000070120500400400069200010056807000891624000000050001042000046080512000015740,695234178123578469478169235214356897357891624869427351531742986746983512982615743
006001050000069400000200036204300000060000000090120065001640000000983020982000000,876431952123569478459278136214356789365897214798124365531642897647983521982715643
100074000040030080000050030000000000006000213800012456000043078003801502004020301,138974625245136789679258134312465897456789213897312456521643978763891542984527361
084609072235107689679258034312465090457091063896302400521783046743906051968504020,184639572235147689679258134312465798457891263896372415521783946743926851968514327
785201000100469070069508123214056897356890214897124050508702061041985730902600005,785231649123469578469578123214356897356897214897124356538742961641985732972613485
000200348123058600089360025200536897360000214098024536036940700841073902002810403,657291348123458679489367125214536897365789214798124536536942781841673952972815463
600003700020560000007189036214356800065090120089412060030004008800900600900031042,698243751123567489457189236214356897365798124789412365531624978842975613976831542
970503084204178569068049037123456708000897000780310456312004905640005821890721640,971563284234178569568249137123456798456897312789312456312684975647935821895721643
095080004000056780670000120010065000407891260860703050020004000000900046006500310,295187634134256789678349125312465897457891263869723451521634978783912546946578312
058030190023079468400008235214350009007801004095407016506782900080043002940615800,658234197123579468479168235214356789367891524895427316536782941781943652942615873
572064309100080007089350024213005698450001070700623415020008006045010700067502041,572164389134289567689357124213475698456891273798623415321748956845916732967532841
010000000000008309089050104120500798350089201007204530000825907008973000072640850,713492685245168379689357124124536798356789241897214536431825967568973412972641853
769041283003678450458239107010350708375090614000417325531900076600785901980063542,769541283123678459458239167214356798375892614896417325531924876642785931987163542
429810006005260400078459103213546897046098201890032000351624908760980305004375002,429813756135267489678459123213546897546798231897132564351624978762981345984375612
305004968004689057600350124213460789456098213708213540531806402042030075067540830,375124968124689357689357124213465789456798213798213546531876492842931675967542831
