puzzle,solution
328917456135068479678149235213406897450097123709310546327501900061900382894003751,328917456135268479678149235213456897456897123789312546327581964561974382894623751
519834762135068070608149200213456097450890120709312540320580960500904382894623751,519834762135268479678149235213456897456897123789312546327581964561974382894623751
158627439105260409078100035000006890450807103009310006020501960060004000094620000,158627439135268479678149235213456897456897123789312546327581964561974382894623751
378519426130060470078109205200050000456890120089012006327500904500900382804603051,378519426135268479678149235213456897456897123789312546327581964561974382894623751
419738562135008079678149235210456007450000003709310500007500064061070382804620051,419738562135268479678149235213456897456897123789312546327581964561974382894623751
593046128035260070608049230003056807050897120089310500020001900561070380090000050,593746128135268479678149235213456897456897123789312546327581964561974382894623751
217693584135260470678149035210456807400897120009312506327500904561904082890623751,217693584135268479678149235213456897456897123789312546327581964561974382894623751
825039146035268470608009005000456000450897123789012046027500004001974382804023700,825739146135268479678149235213456897456897123789312546327581964561974382894623751
652739814135008470600109205013456800456007000700300506020001004060974382804020001,652739814135268479678149235213456897456897123789312546327581964561974382894623751
231596487135060479678049235200006807000090023780310000020580960001970082890003750,231596487135268479678149235213456897456897123789312546327581964561974382894623751
561029843135208470670049030010050807400090023080310546327081000561900382894020050,561729843135268479678149235213456897456897123789312546327581964561974382894623751
213685749130268479600100005213056897400897103700302040027581060501904080004603751,213685749135268479678149235213456897456897123789312546327581964561974382894623751
876541392130260409678149230213450897406097120789312000027501000000900382800623751,876541392135268479678149235213456897456897123789312546327581964561974382894623751
659413872135060070600149235210450897456890003789312546007501960000904382804623750,659413872135268479678149235213456897456897123789312546327581964561974382894623751
945861327035268479678149235203050007450897123009012500320081960561000380094623751,945861327135268479678149235213456897456897123789312546327581964561974382894623751
708193562135268479678109205210456897056090120789302506320500960000974082890603051,748193562135268479678149235213456897456897123789312546327581964561974382894623751
389271546135260479608109235200056090400897023089300546307501960560070380890620050,389271546135268479678149235213456897456897123789312546327581964561974382894623751
514286739105268079678009230013006800000890023780002500307581000561000380004603700,514286739135268479678149235213456897456897123789312546327581964561974382894623751
861374295135268479608140205000456897406090003089300040000001900061974080804000701,861374295135268479678149235213456897456897123789312546327581964561974382894623751
632578904035068409670049030000406000406097100789310006020501964000070002000623001,632578914135268479678149235213456897456897123789312546327581964561974382894623751
713456928135060409678040235213456007050800123780002546027501904561974300004620050,713456928135268479678149235213456897456897123789312546327581964561974382894623751
612594730130260079600049030210456007000897000000300000327501900500004002094000750,612594738135268479678149235213456897456897123789312546327581964561974382894623751
140589037135268079670109235213006007456097120080002546300581964561000080094623701,142589637135268479678149235213456897456897123789312546327581964561974382894623751
613249875135260479670149035213006897456897023780012040320580904560974382800600701,613249875135268479678149235213456897456897123789312546327581964561974382894623751
174582396135208479678049030003000890050800003080302046007580000500004382804600700,174582396135268479678149235213456897456897123789312546327581964561974382894623751
914237085135268479078109205213450897456897123709012546327581060561004382894023001,914237685135268479678149235213456897456897123789312546327581964561974382894623751
396147582035068470600140205010006000456807103000312546300001000001904082890003000,396147582135268479678149235213456897456897123789312546327581964561974382894623751
087462135030260000078040035200450097050007120089012546307000000001000002094000751,987462135135268479678149235213456897456897123789312546327581964561974382894623751
485713962035200409678149205213450000400890023780310500307581960060970382890023001,485713962135268479678149235213456897456897123789312546327581964561974382894623751
134876592135068079670049235203456890406897003080300546320581000500074302804600751,134876592135268479678149235213456897456897123789312546327581964561974382894623751
689574123105208470678149235203406897000897123789302500320581000561074300000620750,689574123135268479678149235213456897456897123789312546327581964561974382894623751
349278561130268479670049235210056807456897003709312540327501964001074300800623751,349278561135268479678149235213456897456897123789312546327581964561974382894623751
361489725135268479600149235013406890050807123789300540327581904061970380800023701,361489725135268479678149235213456897456897123789312546327581964561974382894623751
265138947035208479678149235203406897456000103089000546027580964561004382090600751,265138947135268479678149235213456897456897123789312546327581964561974382894623751
672391485105268400678149205010056007400890020080302500320501004061970082000600051,672391485135268479678149235213456897456897123789312546327581964561974382894623751
864571932005268479608149235203456097050890123709312006327501904561074082894600751,864571932135268479678149235213456897456897123789312546327581964561974382894623751
028317054000268409078149005013056890000897103700312000027081964501070000894020051,928317654135268479678149235213456897456897123789312546327581964561974382894623751
371624950130260079078049035010406097400007103080010040320001904001974382890620751,371624958135268479678149235213456897456897123789312546327581964561974382894623751
627431598005000409678149235000450097006000003000312540027081000561900382000603000,627431598135268479678149235213456897456897123789312546327581964561974382894623751
301756829130060079078100230200056800450890023789000500327500964001970000000000051,341756829135268479678149235213456897456897123789312546327581964561974382894623751
317245869135208479670140030210456807400090103700302500327080964061974380804603751,317245869135268479678149235213456897456897123789312546327581964561974382894623751
750946130035260079078149030000456897450097103780010506307080900501970002094603050,752946138135268479678149235213456897456897123789312546327581964561974382894623751
523176894035060409000140235013456890050090123089010000320501904501074302000023700,523176894135268479678149235213456897456897123789312546327581964561974382894623751
794358162000008409070000230003056897450807120789312000300501060500900302094600050,794358162135268479678149235213456897456897123789312546327581964561974382894623751
349158027130008479600140235203456807400097120709302040307580904061974082000600000,349158627135268479678149235213456897456897123789312546327581964561974382894623751
496812357130268079678149235003450897406897103080312006320581904501070382894623751,496812357135268479678149235213456897456897123789312546327581964561974382894623751
453681729135268079008149230213450800450097023780010500320081064060004302800603750,453681729135268479678149235213456897456897123789312546327581964561974382894623751
519346720135068479008040235010056000456897123009302040020080964500974000890020700,519346728135268479678149235213456897456897123789312546327581964561974382894623751
219753846135208409670149235210450897406807020789312546327580964001974380894023751,219753846135268479678149235213456897456897123789312546327581964561974382894623751
159204768105268479670140235000050800056890100009002000027580064560904080000020701,159234768135268479678149235213456897456897123789312546327581964561974382894623751
832951467030260479008109235200056007050800120009000540327001064061970300800020700,832951467135268479678149235213456897456897123789312546327581964561974382894623751
137860294130268479670009235013450890406800023789012546327580964061904382094623750,137865294135268479678149235213456897456897123789312546327581964561974382894623751
735269841135268470070109230013400807450097100700312046007001004000900300804600701,735269841135268479678149235213456897456897123789312546327581964561974382894623751
618943257135268070608149235010450007000007020089000000307581900001970080804623051,618943257135268479678149235213456897456897123789312546327581964561974382894623751
269734851035268479678149035213056897450897123789310046027580964561074382804600051,269734851135268479678149235213456897456897123789312546327581964561974382894623751
498167325135268470678149235203456897406897023009002546020580064561974382894620001,498167325135268479678149235213456897456897123789312546327581964561974382894623751
798162543030268479078149235200406897406890123709312540307081064501074382094020751,798162543135268479678149235213456897456897123789312546327581964561974382894623751
824659317035068470008009035213056897456807123089312506327581964061904380804600000,824659317135268479678149235213456897456897123789312546327581964561974382894623751
165984723135068479678149235203450097006897023080302046320580904560974082894020751,165984723135268479678149235213456897456897123789312546327581964561974382894623751
349256187130260470678009035213456097456897123709000046307080060501974080804603751,349256187135268479678149235213456897456897123789312546327581964561974382894623751
438279165035260409008049035203450090456090103009002506327001060500070080004623001,438279165135268479678149235213456897456897123789312546327581964561974382894623751
256481397035008079678140035213400897056890020780312046300581960061900382000600000,256481397135268479678149235213456897456897123789312546327581964561974382894623751
231879564130208479078149205200456097000800100080310546020500064501070080090603750,231879564135268479678149235213456897456897123789312546327581964561974382894623751
678392145005260400678049035003006097400090100700302040000580900000004380090600750,678392145135268479678149235213456897456897123789312546327581964561974382894623751
367298154130268400678009235000400800400897120089312546327581004560904380890023050,367298154135268479678149235213456897456897123789312546327581964561974382894623751
547809002035068070078009200000400000006890120080300000007001004500000082800020751,547839612135268479678149235213456897456897123789312546327581964561974382894623751
839617254030060400678100205200400807406097120009012540020581964500970380800623750,839617254135268479678149235213456897456897123789312546327581964561974382894623751
328541967030068479600140005000450007400000003700302540320501960560000000000000000,328541967135268479678149235213456897456897123789312546327581964561974382894623751
957863241105068400078049235200406807456890123709312546027001964061904082894023051,957863241135268479678149235213456897456897123789312546327581964561974382894623751
761839425135268479678149205213000897050800120789310046027500960561904382800623751,761839425135268479678149235213456897456897123789312546327581964561974382894623751
780591364105268470078109230200400807456890023780300506000501964560074382890620050,782591364135268479678149235213456897456897123789312546327581964561974382894623751
215496783105060070008049230210456007006097023089000000020080004061970080894023700,215496783135268479678149235213456897456897123789312546327581964561974382894623751
138429057130268470678049205203406807456097120089312000020001064001970002094623751,138429657135268479678149235213456897456897123789312546327581964561974382894623751
014578362100268409600140235010056807056090123089010546020580960060970382804603751,914578362135268479678149235213456897456897123789312546327581964561974382894623751
084127635135268479678140235210050897406897123789312500027581904501074302894023701,984127635135268479678149235213456897456897123789312546327581964561974382894623751
976185423035008409670140235003406007456890123700012040020081064561000300000600000,976185423135268479678149235213456897456897123789312546327581964561974382894623751
861342597105200079678149205213400897450807123780302540027581900561970082804600751,861342597135268479678149235213456897456897123789312546327581964561974382894623751
231945678135008079008149000213056097056000023080012040307080000561974300004620700,231945678135268479678149235213456897456897123789312546327581964561974382894623751
248695371105068070008109035200450007006890003080010040327081000061974382000600051,248695371135268479678149235213456897456897123789312546327581964561974382894623751
921568743130268479070049230203006897456897123709310046320500004061974382890623701,921568743135268479678149235213456897456897123789312546327581964561974382894623751
795186342105068400670140230013456800450090000709300040020580000501070302890620750,795186342135268479678149235213456897456897123789312546327581964561974382894623751
972813645100268470670149205213450807000890123709312546307080964560970382804603000,972813645135268479678149235213456897456897123789312546327581964561974382894623751
