puzzle,solution
002010796130679008679040030200006079056897312790103004020564987560081003984032651,842315796135679248679248135213456879456897312798123564321564987567981423984732651
140600057206037080089045036012456700465789312897012560020004903630900025000523600,143698257256137489789245136312456798465789312897312564521864973634971825978523641
100059000230000609609207045000400007050891036890002050500703904740906580008020710,174659328235148679689237145312465897457891236896372451521783964743916582968524713
670450000130260579580107006013546097407001000006070154301704060005913482908025701,672459318134268579589137246213546897457891623896372154321784965765913482948625731
765920103023456789489007256214360090350089412897010365530642078000000034908073021,765928143123456789489137256214365897356789412897214365531642978672891534948573621
089200471120007080067189205214300798300002146096814350601008927842071563970023004,589236471123457689467189235214365798358792146796814352631548927842971563975623814
016700850245189307789356020123000098457891236698030415531608972862003541904512680,316724859245189367789356124123465798457891236698237415531648972862973541974512683
023090008105000009600300025000036000306700010000402006000001050560000780902000641,723195468145268379689347125214536897356789214897412536438671952561924783972853641
409160830135070409678349105210056798540002300806013200351084902704901583080537601,429165837135278469678349125213456798547892316896713254351684972764921583982537641
908400271100678059407129368204365097300891624609240130000780946742906583800504702,968453271123678459457129368214365897375891624689247135531782946742916583896534712
500700090046180357709006120000537000000600000090000503001070065005003000060005008,513724896246189357789356124124537689357698241698241573431872965875963412962415738
006170209000400608080000045204060090007890400098720300030000000860042700072013080,546178239123459678789236145214365897357891426698724351431587962865942713972613584
000000020023409670500078004014005780358000006096820050431000597075943000900507403,847136925123459678569278134214365789358791246796824351431682597675943812982517463
010009000204156089000200134103465800450790260790823405340082976675910328982630541,817349652234156789569278134123465897458791263796823415341582976675914328982637541
510008060346020589000006003023500008000081000608070410231094050865000907004005031,512938764346127589789456123123549678457681392698273415231794856865312947974865231
967300142000467009050109307004036700375002006089014200030681000706200850840005620,967358142123467589458129367214536798375892416689714235532681974796243851841975623
058090700123450080679038245210300807367019052800720163031640078042983516986001324,458296731123457689679138245214365897367819452895724163531642978742983516986571324
059634701034270569678159234300405890465890123097012450520000670703580002906700345,259634781134278569678159234312465897465897123897312456521943678743586912986721345
800400900000179508079060120003040089406897201098203406000000005647005802005620047,861452973234179568579368124123546789456897231798213456312784695647935812985621347
478295316120467089009138040210356798307800062096704135600082904782000050945070821,478295316123467589569138247214356798357819462896724135631582974782941653945673821
048070102125008079670120300213456897456800213090013065501702984700980531084531726,348679152125348679679125348213456897456897213897213465531762984762984531984531726
000853079056000240089006130123465000460090312890310450510637084674980503908020761,241853679356179248789246135123465897465798312897312456512637984674981523938524761
800030000120009070000278000014065089356897002000000006031042060600000900902700000,875631294123459678469278135214365789356897412798124356531942867647583921982716543
000476013000000609070000005210500060050000307789002150300605002000900000800004030,925476813134258679678139245213547968456891327789362154341685792567923481892714536
952014873104278069678359024213065098405097031009123406300500907000700002047032015,952614873134278569678359124213465798465897231789123456321546987596781342847932615
012630080300170009070250134100405090056000000089012000000700000004920000097003020,912634587345178269678259134123465798456897312789312456231786945564921873897543621
280019003135047600079358124312005708007891230096003415500934060740086002008002340,284619573135247689679358124312465798457891236896723415521934867743186952968572341
345670891126009457089145236010406789450298063608010524531804072800920310070531608,345672891126389457789145236213456789457298163698713524531864972864927315972531648
000600498000209500000407000002006009050790230708003645000814000040900300001300800,275631498134289567689457123312546789456798231798123645523814976847965312961372854
234057600150230070789106000310005700060780103007002500000070000003504010008601307,234957681156238479789146235312465798465789123897312546521873964673594812948621357
000006975206109348080305100020000000000801230007000050512004800670930500900002000,341286975256179348789345126123457689465891237897623451512764893674938512938512764
400610000003000500507239048200307806356890070700140230631084902805920010902561083,498615327123478569567239148214357896356892471789146235631784952875923614942561783
001400050000080060009056104002047009056000002007010340204035800508020070900804001,621473958345189267789256134132547689456398712897612345214735896568921473973864521
570060400234108609089000100123400806406090300090003054310080062000021003902000700,571269438234158679689347125123475896456892317798613254315784962867921543942536781
064001008005200400009056120010507890450009207097023004520000900608912370000830042,264391758135278469789456123312547896456189237897623514523764981648912375971835642
103460020205130089600050000300546798050891200806372410521080940068904352900025070,183469527245137689679258134312546798457891263896372415521783946768914352934625871
000090401004068070579024068203000890407809230690200005340000902701942650002083704,836795421124368579579124368213456897457819236698237145345671982781942653962583714
260397148034258609089146205310465097407010326690723001001674983076932000943581762,265397148134258679789146235312465897457819326698723451521674983876932514943581762
206080453100206780080047106000005000007000000000003000020009640800602900060004201,276981453134256789589347126312465897457198362698723514721539648843612975965874231
000307900034069508570240106312075089408092300697813040720500493845931060063020000,186357924234169578579248136312475689458692317697813245721586493845931762963724851
740800156105346789009050034014538007056791408807260300431005970062073840070412563,743829156125346789689157234214538697356791428897264315431685972562973841978412563
905210000100008009008309004210000708006090010789103540301006970060000080000000605,935214867124678359678359124213465798456897213789123546341586972567932481892741635
036172800000389467789450123203547698047698231098213500001720906062031745970860312,436172859125389467789456123213547698547698231698213574351724986862931745974865312
895073124003458009407100008214305890356890041789204506501746902640932005900581063,895673124123458679467129358214365897356897241789214536531746982648932715972581463
063028594120359608589400103205600789047090250090205341031080907870906435900740812,763128594124359678589467123215634789347891256698275341431582967872916435956743812
000000008004000000578000030200400000450000300897020005040817056760900041080500003,629354178134278569578169234213485697456791382897623415342817956765932841981546723
036100708000300469709040030213000000000619070000820010351060902804002051902000000,436195728125378469789246135213457896548619273697823514351764982874932651962581347
009852716125360409678100235213070098456208170897010524531080960784926351960500807,349852716125367489678149235213475698456298173897613524531784962784926351962531847
007839406345120089600457123023540697406001208708063500030684972862905340904312060,217839456345126789689457123123548697456791238798263514531684972862975341974312865
002304000100700000780206004210060709400000000090100405001040097040001000008030500,652314978134789256789256134213465789465897312897123465321548697546971823978632541
005000039100000067009307000000000700006098010700124350501040000000000003040203681,675412839123589467489367125214635798356798214798124356531846972862971543947253681
438501297125009400609248100210456709500807310097100006050682974702900803900730021,438561297125379468679248135213456789546897312897123546351682974762914853984735621
038057926105360478679240105210470609040000307000603004301084762064021803980706540,438157926125369478679248135213475689546892317897613254351984762764521893982736541
743650020105089467080040005204506709300708014890024056431870692072963041968410573,743651928125389467689247135214536789356798214897124356431875692572963841968412573
400306501003407000007100204214538706356701028700260003631002040042900060005000812,498326571123457689567189234214538796356791428789264153631872945842915367975643812
930080601124056000070009030210005897450090006060700154041502060092608403706930500,935287641124356789678149235213465897457891326869723154341572968592618473786934512
350824609124360578609050234013475890460018327790230140536700982841092700902003450,357824619124369578689157234213475896465918327798236145536741982841592763972683451
061090005240100689080056134023009807450080293800062000010603948038914502974005310,361498725245137689789256134123549867456781293897362451512673948638914572974825316
210549630340167089679238045103000798457801326006372001531084972064020800902713064,218549637345167289679238145123456798457891326896372451531684972764925813982713564
560300810134200600709140205003465708457019006698723451021084000000901040905670183,562397814134258679789146235213465798457819326698723451321584967876931542945672183
040139800103468009680057004204370608356890247897624315030706952062940780978512063,745139826123468579689257134214375698356891247897624315431786952562943781978512463
000500008005300060700140000000057600406208371097000500538000900001004852000800010,364572198125389467789146235213457689456298371897613524538721946671934852942865713
009006085200000079068300100002005798450001006800000450000080940083900562940000800,179246385234158679568379124312465798457891236896723451621587943783914562945632817
470863105100209078609050034003470009000000702708610450321580047867934020950701386,472863195135249678689157234213475869546398712798612453321586947867934521954721386
000000600120678409070059020015000090006007000700000046037080001062000574000060032,594231687123678459678459123215346798346897215789125346437582961862913574951764832
362084501145009008009000034003000000400897000097012000501003060604570900970001300,362784591145239678789156234213465789456897123897312456521943867634578912978621345
007500021120408000568020000000007008050000204080204000030700906072000000095640712,947536821123478569568129347214357698356891274789264135431782956672915483895643712
153920607046078309080356020300065098065780213800000000001000006604000002000040031,153924687246178359789356124312465798465789213897213465521837946634591872978642531
000030681030208000008150004213040098407091326800002145001085062580923407792610003,925437681134268579678159234213546798457891326869372145341785962586923417792614853
502830610030050700600147000010065897000090023000010000021074060800023040900081000,572839614134256789689147235213465897456798123798312456321574968867923541945681372
060000030100008470000107250210000890050091024090004310000805002805912003072040081,567429138123568479489137256214356897358791624796284315631875942845912763972643581
100740308005020679608359120000465807450800000800200000001074902064080531002530000,129746358345128679678359124213465897456897213897213465531674982764982531982531746
000020090100000000009078003000040000450890030800102000030284957000913002000060314,378621495124359678569478123213546789456897231897132546631284957745913862982765314
325604170146009358780030046013456807007090010690012035531007060874901523960503081,325684179146279358789135246213456897457398612698712435531827964874961523962543781
486903217000467589570028346004375690050689124600214730731840902862590070940032861,486953217123467589579128346214375698357689124698214735731846952862591473945732861
070024608230068179500079030123450897456897002789203400312745900040900723807632540,971324658234568179568179234123456897456897312789213465312745986645981723897632541
047289010005300080680100030000060097008701000096000000001000920070900003062000001,347289516125346789689157234213465897458791362796823145531674928874912653962538471
960815703100000009000000106000006000400000200000000005000604900045981072007500004,962815743134267589578349126213456897456798231789123465321674958645981372897532614
000210047120079568709406023205030709346807210800100406071563892532980004968742001,653218947124379568789456123215634789346897215897125436471563892532981674968742351
400817025100306709078050100204038967350001200009462350001604800047000000900185403,493817625125346789678259134214538967356791248789462351531674892847923516962185473
783029105124356089509178234215630807040007502800215340431560908602981050958000020,783429165124356789569178234215634897346897512897215346431562978672981453958743621
009107000134050000507300020000065800050790000706820000001070000075910302080504000,829147536134256789567389124213465897458791263796823415341672958675918342982534671
054980201126305780000000000203058000460000000800613050530090820000532000902860500,354987261126345789789126345213458697465279138897613452531794826678532914942861573
105980407234057000789200135312465008456098213890300046021000874643871902978500061,165983427234157689789246135312465798456798213897312546521639874643871952978524361
070951600005268479080000100000405000000080007000023000021504008800030951957010300,472951683135268479689347125213475896546189237798623514321594768864732951957816342
470096138135248009680137245203050780546001392798362451301805004864910527050600810,472596138135248679689137245213459786546781392798362451321875964864913527957624813
400008000106349078780056230210007080000090427890264150001400800002083000978605300,453728961126349578789156234214537689365891427897264153531472896642983715978615342
904058062025060000678000135003470090450801203780620010301006900507930841002010050,934158762125367489678249135213475698456891273789623514341586927567932841892714356
673009204124368009589247036210436798007890620896705041431680900760904813950103460,673519284124368579589247136215436798347891625896725341431682957762954813958173462
010038709000109060009200104023047096456801020090300005030005001571924600900700540,612438759345179268789256134123547896456891327897362415234685971571924683968713542
920054713104078569060139248210065807406097132080310406041720005670081324892540001,928654713134278569567139248213465897456897132789312456341726985675981324892543671
000400000024000000569008007203000090050000000896000000342685071070900020000074503,738469215124357689569128347213546798457892136896713452342685971675931824981274563
608100053100050089070238100000060007007090400006024315400602900700000024080540000,648179253123456789579238146214365897357891462896724315435612978761983524982547631
002500008104208079060070230200050800006800123780012000320001985090085042800000760,972534618134268579568179234213456897456897123789312456327641985691785342845923761
062187094045239678709456120203508700406790302097362015521000946030914250970020030,362187594145239678789456123213548769456791382897362415521873946638914257974625831
072346185034258609568109200003460790457091326080720451321500967790612043846937012,972346185134258679568179234213465798457891326689723451321584967795612843846937512
050600010130209078009100235012060789460001000000000000001000090000013020000000800,257638914134259678689147235312465789468791352795382146521876493846913527973524861
197806235004157680568200047000405008450798012780302006621503970873924060945071820,197846235234157689568239147312465798456798312789312456621583974873924561945671823
300200070004609300670000124210065007400800213090000005000702046040006501906510730,358241679124679358679358124213465897465897213897123465531782946742936581986514732
030091062006348509089250134213465798500020316690030205351684927802973450000502600,435791862126348579789256134213465798547829316698137245351684927862973451974512683
400863910000000078080000000000300000000010420790006050500682790040000030076030000,457863912123459678689127345214375869365918427798246153531682794842791536976534281
600090000100358000000060030000036890000009125000002000401005080852900000907020001,673294518124358679589167234215436897346789125798512346431675982852941763967823451
065109700130278000080000124312000000457890306608003040520600973003907651070031402,265149738134278569789356124312465897457892316698713245521684973843927651976531482
405701860100068079600350120214506708300807241709002056031070902842000600960280415,495721863123468579678359124214536798356897241789142356531674982842915637967283415
704009003105008009609340100003000790450891036000700000041005900008002000962100000,724519863135268479689347125213456798457891236896723514341675982578932641962184357
074536129120470008000108347205340090346000205700000413037002080051984702080713050,874536129123479568569128347215347896346891275798265413437652981651984732982713654
300028645004300009000400123203040090006891030780200451631900074870030012000705368,397128645124356789568479123213547896456891237789263451631982574875634912942715368
203098760146037089789100234312049678460781002897060045524873910630904057908605423,253498761146237589789156234312549678465781392897362145524873916631924857978615423
587030400020050078069078235214060007350007100798200300635741902871006003900003761,587632419123459678469178235214365897356897124798214356635741982871926543942583761
905640002020057689078020005213000798000800000069273050300502000002030010080000503,935648172124357689678129345213465798457891236869273451341582967592736814786914523
200708006056239008000040005300000709405897302897002000001600907600001053008000020,243758196156239478789146235312465789465897312897312564521683947674921853938574621
000500800100408009068070034210306790300897040000000360430600907000915003805003010,947531826123468579568279134214356798356897241789124365431682957672915483895743612
270400008100000079600107004010546007050890320800002105500000003700005480008623750,275439618134268579689157234312546897457891326896372145521784963763915482948623751
237091058105030600089407000002540800400700001090023040000002000000910000904860312,237691458145238679689457123312546897456789231798123546561372984823914765974865312
570841362100567480408030157014050700356798210897024530631402975080915040045073001,579841362123567489468239157214356798356798214897124536631482975782915643945673821
300000200020060500670200004000500090407090002009020415030000000746005801980070650,395418276124367589678259134213546798457891362869723415531682947746935821982174653
628931075030250089570468103003540798056080001897123546341692857782315904000074010,628931475134257689579468123213546798456789231897123546341692857782315964965874312
756020803023080467089067100214635009005000214897142056531006000048910072002804631,756421893123589467489367125214635789365798214897142356531276948648913572972854631
194300706035167000678450023300046007400091062009270014001034000740985000903000645,194328756235167489678459123312546897457891362869273514521634978746985231983712645
009000700305107089670050030013470600006018320090020451531000000704000012900641573,129834765345167289678259134213475698456918327897326451531782946764593812982641573
006007094023409670470068200004000789307090400500274310001045800080002943940700500,856327194123459678479168235214536789367891452598274316631945827785612943942783561
040960000000307680679028340010536097056000204790000036430052908587400060060871000,843965721125347689679128345214536897356789214798214536431652978587493162962871453
200093040340126700689457100023008007456279008790301254510704000860015000034600570,271893645345126789689457123123548967456279318798361254512734896867915432934682571
052764801034208670670139200213400968405891027700026054020587496046902783897640502,952764831134258679678139245213475968465891327789326154321587496546912783897643512
000020800240108309600000104120500090000801260809073405012034080700002041080705602,391427856245168379678359124123546798457891263869273415512634987736982541984715632
600040070120000008009000020013000097050807013800000000000700080740080630085600002,638142579124579368579368124213456897456897213897213456361724985742985631985631742
310600402040130080009240136100406790457300261608702345500864907070020653962500810,315689472246137589789245136123456798457398261698712345531864927874921653962573814
020058430040100089709300105210465008450289300698710204531694802002070903004802060,126958437345127689789346125213465798457289316698713254531694872862571943974832561
008210306003567409406089020010630700005098214870142063031806942042950870000401035,798214356123567489456389127214635798365798214879142563531876942642953871987421635
648300010103469070079020046010006700350097024097010000431652897762081450085043060,648375912123469578579128346214536789356897124897214635431652897762981453985743261
070830910000000078600107000012405000450300120000610045020000800000023050943501060,275834916134269578689157234312475689456398127798612345521746893867923451943581762
200700490046080007080005136020050009057000012608012004030070960000903005974061000,215736498346189257789245136123457689457698312698312574532874961861923745974561823
603000045245130089780240136124357600056800427807062350430091000000783910900524863,613978245245136789789245136124357698356819427897462351438691572562783914971524863
005407009124000570679050100213040090057000203900703405001075982086932040090100300,835417629124369578679258134213546897457891263968723415341675982586932741792184356
062450003305008060780236105003007000006890000000300001500784006630010082900600000,162459873345178269789236145213547698456891327897362451521784936634915782978623514
019628034204057009678300100123065007457891200806203000301502976762034518080006042,519628734234157689678349125123465897457891263896273451341582976762934518985716342
400036729035179000079008130000407896546801273097362000051024080762905341984013652,418536729235179468679248135123457896546891273897362514351624987762985341984713652
001075000005100009008009025100050800450890006009020000010000950580902000700034680,931275468245168379678349125123456897457891236869723514314687952586912743792534681
000006000020409067000107234015604089346000120800215000438070000561940870902000050,754326918123489567689157234215634789346798125897215346438571692561942873972863451
020105860145200000600009005004036098006000240080000030000001907067900000800020603,923175864145268379678349125214536798356897241789412536432651987567983412891724653
200309816106248570789156234310005798450800302098723145520634087874012600900087420,245379816136248579789156234312465798457891362698723145521634987874912653963587421
009008213020009460008100509004050807005091604896200000000780046042000781007004052,759468213123579468468123579214356897375891624896247135531782946642935781987614352
000000030235009008609008100020465089400890000098010056002980000560731002087006040,841672935235149678679358124123465789456897213798213456312984567564731892987526341
083009056205106000000250034002405007006000002000012465001600008860001573000004020,183749256245136789679258134312465897456897312798312465521673948864921573937584621
700609000000008009680007040013000700000090030090013452300586900502074013070031004,735649281124358679689127345213465798457892136896713452341586927562974813978231564
001900005000040780009257134100000000006000010790302006312570900000600000007001540,471983625235146789689257134123465897546798213798312456312574968854629371967831542
384217906100369478670050123000546009457090300896020014531684097700935840048102035,384217956125369478679458123213546789457891362896723514531684297762935841948172635
004068902100340000680000034010470000050091020097603400000580700508000000962700581,734168952125349678689257134213475869456891327897623415341582796578916243962734581
400109000020078060789306124214037008300800207097200015000740080600000050070615402,456129873123478569789356124214537698365891247897264315531742986642983751978615432
139542807245000000070000000310400700006807002090013400001764900763900520000025601,139542867245678139678139245312456798456897312897213456521764983763981524984325671
000010300023000009600000005000000090007001264069004510030900027740000000080072400,495618372123457689678239145214365798357891264869724513531946827742183956986572431
260908004040030700000040200012050608450300100007000000500000803074023050000061002,263978514145236789789145236312457698456389127897612345521794863674823951938561472
025074698146280057080350024210405000457800236698000415000640072062917543974532861,325174698146289357789356124213465789457891236698723415531648972862917543974532861
000102950124050600509078020215634700300807000890010046430026800070900002052080460,783162954124359678569478123215634789346897215897215346431526897678941532952783461
259043007000008009008200030300000008065897010890012465520706940000030501000000806,259143687134678259678259134312465798465897312897312465521786943786934521943521876
000840025245030000070009000123460800456790013000302000002504900560080002890003501,931846725245137689678259134123465897456798213789312456312574968564981372897623541
640500817103470560578169230204306008306897002897214356431080975062930480980741603,649523817123478569578169234214356798356897142897214356431682975762935481985741623
060781930030200000700000000213060780000097013007120406000614800070000542900500000,562781934134259678789346125213465789456897213897123456325614897671938542948572361
084132005123579408570468003005340800046800051098215346432050087857923604961700032,684132795123579468579468123215346879346897251798215346432651987857923614961784532
003000268246100000709206004024305090057800426008407005400000981862004000070000640,513749268246138579789256134124365897357891426698427315435672981862914753971583642
070320084004050600509067020000040008000801200090003405010680057740030060060010340,671329584234158679589467123123546798457891236896273415312684957745932861968715342
570000008000409067409500000210300709350090000098000005030605004800000001065841072,576132948123489567489567123214356789357298416698714235731625894842973651965841372
008053102103078500006129008210365897305897210709204635531742986042981753897506421,978653142123478569456129378214365897365897214789214635531742986642981753897536421
020409001145236789670000234210047096056891007897302040530620070062905400980700500,328479651145236789679158234213547896456891327897362145531624978762985413984713562
000300010100000080489127000010539670000781090700200100530000900000073020000615803,657398214123456789489127356214539678365781492798264135531842967846973521972615843
710980426000136780689247005104000690006479200090602004038501070500700000001804000,713985426245136789689247135124358697356479218897612354438561972562793841971824563
600100400140007689780450123213048090406091030897062004321870005564910002078000001,632189457145237689789456123213548796456791238897362514321874965564913872978625341
357040001124350789089027045203065897065709100798200450030892674806501902902634018,357948261124356789689127345213465897465789123798213456531892674846571932972634518
800904217020060089079120306214300008365780104708240563030092800641075930980003005,856934217123567489479128356214356798365789124798241563537692841641875932982413675
870004560030069200569278134203006807406807002708300050020600900001985723980703641,872134569134569278569278134213456897456897312798312456327641985641985723985723641
684000070123009060009160000205046000306007100090200300400050800057900002960700400,684523971123479568579168234215346789346897125798215346431652897857934612962781453
003208105005306789608150000000000090056890020000062300000080972507020000800000500,943278165125346789678159234214537698356891427789462351431685972567924813892713546
847923106103450789569178030014365807356780402008204300000590670605041923982637540,847923156123456789569178234214365897356789412798214365431592678675841923982637541
008000300003470568609058120000530000365002400807600030006701002700900651081205743,458126379123479568679358124214537896365892417897614235536741982742983651981265743
960003054200156080570040030000065890450807312780300405015624070047938021892071643,961783254234156789578249136123465897456897312789312465315624978647938521892571643
800790000123450089679120345010365097356000214708014060431680000000900478007042600,845793126123456789679128345214365897356879214798214563431687952562931478987542631
590108037103457089670039145215046000047891526809002010431005000052010800980723450,594168237123457689678239145215346798347891526869572314431685972752914863986723451
037806010000050689568129000213465708056700103789200456341002970602571000075034261,937846512124357689568129347213465798456798123789213456341682975692571834875934261
050000007020009508000256130010407000006000275800062301431685092572903800060020400,653814927124379568789256134215437689346198275897562341431685792572943816968721453
150094867346000259009050034200405008460809320590000400021540980000001042030600500,152394867346178259789256134213465798467819325598723416621547983875931642934682571
009867410124350678678124350213475890050298137097603205345700901060931504901506723,539867412124359678678124359213475896456298137897613245345782961762931584981546723
506934718134200060780100204210465097050309126090002340041597082800040953900020400,526934718134278569789156234213465897457389126698712345341597682872641953965823471
005672089206189050089305026100056708457098610098013245531020964862934571904500832,315672489246189357789345126123456798457298613698713245531827964862934571974561832
756893142123056780489027356214305890060780210097014560030002978670930420040578631,756893142123456789489127356214365897365789214897214563531642978678931425942578631
095017342123058070067230008010365097350790204079024513031942706042180935986573021,895617342123458679467239158214365897358791264679824513531942786742186935986573421
050860300030100408709305026023456709000200003098703040312087960060900072005004030,451862397236179458789345126123456789547298613698713245312587964864931572975624831
089074521103068070057109008014605000365097142098200635500710080006000010901480050,689374521123568479457129368214635897365897142798241635532716984846952713971483256
007049503204006709000370104000005807058090030796023415040080950075900348980030671,817249563234156789569378124123465897458791236796823415341687952675912348982534671
605318974034000508089456100010507609450891200807603010341765892500032741070004356,625318974134279568789456123213547689456891237897623415341765892568932741972184356
047023061123008579508179234210000098350890102009204356431685927672931485895700613,947523861123468579568179234214356798356897142789214356431685927672931485895742613
004000020023409500609200104005340000340090257000002041000085902007920603002013400,584136729123479568679258134215347896346891257798562341431685972857924613962713485
006482519124350070009100200210040897050298060008013000031800000800005040900601080,376482519124359678589167234213546897457298163698713425731824956862935741945671382
090076430104259670678104259203405897006000003789310046301580060000043700947621080,592876431134259678678134259213465897456798123789312546321587964865943712947621385
916405287034108500008209030023000090050091300609000405305000070700953802802000603,916435287234178569578269134123546798457891326689327415345682971761953842892714653
007602405040100070600000123002000798456789031000200000000064910860001352070320004,137692485245138679689457123312546798456789231798213546523864917864971352971325864
601028070000037080709400023020500708056081002007200410302600057060070901900000200,631928574245137689789456123123549768456781392897263415312694857564872931978315246
014002387230100400089300000000000700050789003097003546041600000000000970000000030,614952387235178469789346125123465798456789213897213546341697852562831974978524631
070000103120000409009100257014350790057009012096700300630020904782901506945673800,578294163123567489469138257214356798357489612896712345631825974782941536945673821
946000007100007680078009030004005890350000400607904000430000760700840001095006040,946138527123457689578269134214375896359681472687924315431592768762843951895716243
702061038000000609680000100013400890000009007007030250006004000001780003000603000,752961438134258679689347125213475896465829317897136254326594781541782963978613542
005139026123468079600057034204370690356801207897604305031786950502943781970012403,745139826123468579689257134214375698356891247897624315431786952562943781978512463
100003684000000070000409020012040708450000230007002000021000800080604000005700000,179253684234168579568479123312546798456897231897312456621935847783624915945781362
000080400030009000078000160100050007400090030780002645302070904605000712000920000,961587423234169578578234169123456897456798231789312645312675984695843712847921356
290040000034208070508309104302000098056097000780123460021984007870615942945702681,297541836134268579568379124312456798456897213789123465621984357873615942945732681
940108653020056009000009020010537000306000000709000305001000900070000008092003560,947128653123456789568379124214537896356891247789264315431685972675912438892743561
006590034030000589500034100000006008407089012090012300001003050863900400905601820,176598234234167589589234167312456798457389612698712345721843956863925471945671823
908371024123056789467089000204537896070698241089124350530042960092805410806903572,958371624123456789467289135214537896375698241689124357531742968792865413846913572
000982570205107689000006000000460798050708201890000056010609000070031002068004010,641982573235147689789356124123465798456798231897213456312679845574831962968524317
700020103100070408400138257210300089307891604090047315031482976000900040900710802,785624193123579468469138257214356789357891624698247315531482976872963541946715832
000000350000006789078109206203500600406791820800300005341025070780903500060074000,629487351134256789578139246213548697456791823897362415341625978782913564965874132
064009010100006700700125000203007008050290030800010254530704000601930805078061003,364879512125346789789125346213457698456298137897613254532784961641932875978561423
007843905104059678009167000210475869406398127798612453340506792072030046965700381,627843915134259678589167234213475869456398127798612453341586792872931546965724381
601740053204156709578039146103460890006897312789312465005024000802901534047083621,691748253234156789578239146123465897456897312789312465315624978862971534947583621
940001008120400670508279004204005890306890400089100360400002006672903500801506700,947631258123458679568279134214365897356897412789124365435712986672983541891546723
356297041104350670000000035210465798467819050008020104630584927805900410042671003,356297841124358679789146235213465798467819352598723164631584927875932416942671583
685421793023579408409068125010600809356897214798002050531280940067914532942700681,685421793123579468479368125214635879356897214798142356531286947867914532942753681
834160902100349078679058100213475009456091027098623415300080796000904280982736000,834167952125349678679258134213475869456891327798623415341582796567914283982736541
504971680000048579080356120013465798457109236090020415341092867002634950965807300,524971683136248579789356124213465798457189236698723415341592867872634951965817342
030410698046200057709006020003508000050691203098700015001805900000900001905000032,532417698146289357789356124213548769457691283698723415321875946864932571975164832
073689051100300609689005340204030708356098124090000036540002070030970000960050810,473689251125347689689125347214536798356798124798214536541862973832971465967453812
010592834234108079089340026123456790400789213700203465341625007062974351970801642,617592834234168579589347126123456798456789213798213465341625987862974351975831642
159300008234168579670000134312405796060791283897003405501830947786942351903007060,159374628234168579678259134312485796465791283897623415521836947786942351943517862
290005041045238600600009230012406700400800023000002056521070980004021500967004002,293765841145238679678149235312456798456897123789312456521673984834921567967584312
