puzzle,solution
938721645004356789507409023213000896450100207789200451301805962002934500890002374,938721645124356789567489123213547896456198237789263451341875962672934518895612374
000649508245108000600007030000005000307090206000400305031080902000910780078520000,713649528245138679689257134124365897357891246896472315431786952562914783978523461
814500670235067480670308125023456098457091236968073514341682907590004861700915042,814529673235167489679348125123456798457891236968273514341682957592734861786915342
130720809256109340700046105312457098065090703890603254521830970040971080070562031,134725869256189347789346125312457698465298713897613254521834976643971582978562431
903000020000008679670250000210037008350000000089000351000085000000003406000900000,943716825125348679678259134214537968356891247789462351431685792592173486867924513
208063501000257680569148207312075090000309070897610054623504718041806905985021400,278963541134257689569148237312475896456389172897612354623594718741836925985721463
930150000000060009007089000003506090456000001709010005000020907072901000000004002,938152476124367589567489123213546798456798231789213645341825967672931854895674312
053000004240078000009300106300400000060010237000023005000000063670900502904000070,153296784246178359789345126312457698465819237897623415521784963678931542934562871
005076001040080057789000046213007000000090103090302005530024060000050000000000500,325476981146289357789135246213547698457698123698312475531724869862951734974863512
000309150134256080079108200302400807050801300896023415001030978705910603943000001,268379154134256789579148236312465897457891362896723415621534978785912643943687521
680032000020000070400008235000300009050891020090240050501684700800020500002010080,685732941123459678479168235214375869356891427798246153531684792847923516962517384
040970086230040009780006034123400790400080600090002005312090067070001903900837401,541973286236148579789256134123465798457389612698712345312594867874621953965837421
039720401000306009500149000003005807000807020007000060040002970700031640060570000,639728451124356789578149236213465897456897123897213564341682975785931642962574318
004900725250030009789240100120050097405080000897302060000620970000091342040073001,314968725256137489789245136123456897465789213897312564531624978678591342942873651
100040850200008670500379004002065700450091230806720415600534987743082061005610342,179246853234158679568379124312465798457891236896723415621534987743982561985617342
740203601103456780060079034210060897050091426890724010432517900601930502985642173,749283651123456789568179234214365897357891426896724315432517968671938542985642173
760150029120469500589237100010346897340091205008002013036015980801903604052600700,764158329123469578589237146215346897347891265698572413436715982871923654952684731
107046528205130070089207130312400090406789203790302056503674981861500000974821365,137946528245138679689257134312465897456789213798312456523674981861593742974821365
800590701134000080079008040013400090056009120008310065320000078607021300005073610,862594731134267589579138246213456897456789123798312465321645978687921354945873612
321597048450128309009306025000009086047080203090203451014000967073062014905700030,321597648456128379789346125132459786547681293698273451214835967873962514965714832
403000000100060480070048030010506090000789200000010060000020070842000050900000340,483195726125367489679248135214536897356789214798412563531624978842973651967851342
000086000200107089070300125120005090060800050580000200000500964090030810800001037,951286473234157689678349125123465798467892351589713246312578964795634812846921537
470005069030260400000347125203450090540708200098023046000601950800074002900530781,472815369135269478689347125213456897546798213798123546327681954851974632964532781
381607024245139008670048130103465009457800203896372400512784300700900040904520810,381657924245139678679248135123465789457891263896372451512784396738916542964523817
684050201123009578000000306000600700307800020006275034431580067700006010900700402,684357291123469578579128346215634789347891625896275134431582967752946813968713452
896003040103467009407009236014070098360001400709620315532008964000900701900546020,896253147123467589457189236214375698365891472789624315532718964648932751971546823
628035079100279560579100004213546897456897010897312450061720985740981623902603740,628435179134279568579168234213546897456897312897312456361724985745981623982653741
800003050004056700567089020023000098000308210700010040302065970605000830000700560,891273456234156789567489123123547698456398217789612345312865974675924831948731562
600850097035279468080006120210465789406708010800103540301607002062000000078512600,624851397135279468789346125213465789456798213897123546341687952562934871978512634
000700148124308600600000200200400896000091527009200310037580060000003482002604050,953726148124358679678149235215437896346891527789265314437582961561973482892614753
010704020030109000789000000103060098406097210890310050340608075500000042970503601,615734829234189567789256134123465798456897213897312456341628975568971342972543681
584901267003467580079208134215340090347189625896072341431000870062804903908723416,584931267123467589679258134215346798347189625896572341431695872762814953958723416
890620530004158609567309108003405897408091260679280405310570986005916042900830700,891627534234158679567349128123465897458791263679283415312574986785916342946832751
015062400204100609000340105023070806400089071708613200342501760007004910001030500,815962437234157689679348125123475896456289371798613254342591768567824913981736542
001050297235109060600240035003400700540090026890023514300087950758012003960534870,481356297235179468679248135123465789547891326896723514314687952758912643962534871
976152348103460009408379026214536897365800200789210600037641080642080751001720463,976152348123468579458379126214536897365897214789214635537641982642983751891725463
075248100020300570089057030013475680406001300790623400530704062842916703967502001,375248196124369578689157234213475689456891327798623415531784962842916753967532841
000005000023468070508009124004530708356097000090024300001052487740001900905740610,479215836123468579568379124214536798356897241897124365631952487742681953985743612
069721483123000670078069100210036708000800200090000300030280000005013002900004030,569721483123458679478369125214536798356897214897142356631285947745913862982674531
916073528234008670578269130120546890057891260689307410000780956765900382892635701,916473528234158679578269134123546897457891263689327415341782956765914382892635741
104002500200100469078450023300546807056007030789003005020761080040925016961080752,194632578235178469678459123312546897456897231789213645523761984847925316961384752
230705040040269008070348000302456097006000003807103406003671080700984532984032700,238715649145269378679348125312456897456897213897123456523671984761984532984532761
540006100126079450000145036014007609350600704690428000400000071002914563901750042,543286197126379458789145236214537689358691724697428315435862971872914563961753842
000080361130046089680137000213058000406091823807360100040605008560000402970810030,724589361135246789689137245213458697456791823897362154341625978568973412972814536
037540008120309067589167204213050789050790312098003406301004970845971620972005841,637542198124389567589167234213456789456798312798213456361824975845971623972635841
040005100023460000080107006200356000006008010090010030001500907002971003970000020,647835192123469578589127346214356789356798214798214635431582967862971453975643821
073940058000060070080007024310070006406080703708613045521034967864000000007026081,173942658245168379689357124312475896456289713798613245521834967864791532937526481
942680000135047689600059004003465097456790003789010460021500940590820376807934512,942683751135247689678159234213465897456798123789312465321576948594821376867934512
405920706123467580079108034214375600050289107000614325531846972002791003947502801,485923716123467589679158234214375698356289147798614325531846972862791453947532861
560970020204156780780204000123465897400789010890302465312007040045020970978040532,561978324234156789789234156123465897456789213897312465312597648645823971978641532
900100003000000060007000108204000896050800700000002315000624980000003000040705600,985146273123578469467239158214357896356891724798462315531624987672983541849715632
200700400000000000078059100012500608006801200000300000521003000060104000900025000,239718465145236789678459123312547698456891237897362514521973846763184952984625371
000140007105067380670000120013405000056090000098623415500734008030016502060082030,382149657145267389679358124213475896456891273798623415521734968837916542964582731
015009846306128009080000123003007698008091230097283005501060004062000051974810060,215379846346128579789456123123547698458691237697283415531762984862934751974815362
460009300030147609700206145023060008546708213807312456308574062054023801002600004,461859327235147689789236145123465798546798213897312456318574962654923871972681534
200940506005020780089000020023400090450009013798213405501600008802004070900831050,217948536345126789689357124123465897456789213798213465531672948862594371974831652
507009300123458679089000120214036000358791206796280003631802957875010462942005831,567129384123458679489367125214536798358791246796284513631842957875913462942675831
700006589105209460089050103213008090406792310897063045328671954561904070004805631,742316589135289467689457123213548796456792318897163245328671954561934872974825631
973100458120358079060479123210034097340000215700015346437006001002901704891703560,973162458124358679568479123215634897346897215789215346437526981652981734891743562
800400706000060009507180034210500890000090103000300005020604000608970000070820600,892435716134267589567189234213546897456798123789312465321654978648971352975823641
370609281024350679680127340203065098457090136800713402500084067068031524002076813,375649281124358679689127345213465798457892136896713452531284967768931524942576813
710056820205108609689207035004365790356789041807010356032001587571824960908573410,713956824245138679689247135124365798356789241897412356432691587571824963968573412
900843010120067009008009360210306798370098046000401023501680004700000802090704651,967843215123567489458129367214356798375298146689471523531682974746915832892734651
070008904030159608089247135120405869406092317008613452312504796067901040905730080,571368924234159678689247135123475869456892317798613452312584796867921543945736281
072000650134006080508109030213465097056790000709002060020580070005927000807631502,972843651134256789568179234213465897456798123789312465321584976645927318897631542
003240007205678130678030005004000790300807402789012056462580073007020600891760000,913245867245678139678139245124356798356897412789412356462581973537924681891763524
400030179000000400089140205003400090046000712807000000000000980070980000000003601,462835179135279468789146235213457896546398712897612354321564987674981523958723641
529080134104259678000134250213465097406798312097312060042571986781906040965840020,529687134134259678678134259213465897456798312897312465342571986781926543965843721
583409216024056700670000305215604890340897052798205463031562978057903620962781530,583479216124356789679128345215634897346897152798215463431562978857943621962781534
908000004003060500456180007210030000005008102780214300500071063607045021891620000,978352614123467589456189237214536798365798142789214356542871963637945821891623475
978100300120578409450000178214306807360007014009410536007640902640983001001025600,978164325123578469456239178214356897365897214789412536537641982642983751891725643
209750408140268309678349105312475896450092713890136054021683907763014502900020630,239751468145268379678349125312475896456892713897136254521683947763914582984527631
000086300134059000670100000213065007405800120709300460301000006006023781007041002,952786314134259678678134259213465897465897123789312465321578946546923781897641532
304100000020000068679248000000000089407090320006723500530600090008002000900030001,384156972125379468679248135213465789457891326896723514531684297748912653962537841
020900100000000000089140035200400000056780002007310506300001080008093700900004600,724935168135268479689147235213456897456789312897312546362571984548693721971824653
000930840134208569080056103210500000450109002890060410000000784008700001070800206,562931847134278569789456123213547698456189372897362415321695784648723951975814236
000800561100346700089007034210060890500780123008213000001020900862070005974038612,437892561125346789689157234213465897546789123798213456351624978862971345974538612
170020000030009000000460123310006000000098306000003250721004000803000600900000400,176325948234189567589467123312546789457298316698713254721634895843951672965872431
000090050045028609000345128103000896056209710798603000201564000507031460904872530,812796354345128679679345128123457896456289713798613245231564987587931462964872531
540090702023470060789206004214365000300019006090700000430000050875941623901532078,546193782123478569789256134214365897357819246698724315432687951875941623961532478
936002500124578069578360124013406708457090200680237405341680902062914050895703641,936142587124578369578369124213456798457891236689237415341685972762914853895723641
000009008200108060089256130010000000007892300098010045520000070003907050900000482,165349728234178569789256134312465897457892316698713245521684973843927651976531482
804250613123000509560038247015006000040802106000000320000085070756924831900700000,874259613123467589569138247215346798347892156698571324431685972756924831982713465
030090504040100609080056003010500008050601000000000000021063000003014050000700030,136297584245138679789456123312549768457681392698372415521863947873914256964725831
370042601100000500000108034200450080400800023800003406030785042040900065905024000,378542691124369578569178234213456789456897123897213456631785942742931865985624317
340076050125349608678105309013057800406298713890010425030762984762980501984031267,349876152125349678678125349213457896456298713897613425531762984762984531984531267
000800000023067580000020307014005608360200071089004200030780020040031006900000000,697853142123467589458129367214375698365298471789614235531786924842931756976542813
400000705023067400060409123204056807056700204098104300631845900005900601972610000,489231765123567489567489123214356897356798214798124356631845972845972631972613548
000074500230050000509200004123000000056090000790000015302040900000007820000000340,861374592234159678579268134123485769456791283798623415312846957645937821987512346
051092000000000079000450103023040700000000200807000450012004900508030602000020000,751392864234168579689457123123546798465789231897213456312674985578931642946825317
096134800034508069570260104302450090457801306080327415000645000045910672063782500,296134857134578269578269134312456798457891326689327415721645983845913672963782541
005203060004100000079000123310040780006097001008000456000630800000000000000700600,185273964234169578679458123312546789456897231798312456521634897867921345943785612
203005860056289047009306125312457608465891270097623401000734986674908030930000014,243175869156289347789346125312457698465891273897623451521734986674918532938562714
270600001030089507089050034010460089000708023708300050500000600840570010060020345,275634891134289567689157234312465789456798123798312456521943678843576912967821345
800000390234179008009300000120006089456807213700003006310602000002935000000740600,861524397234179568579368124123456789456897213798213456317682945642935871985741632
000453267234007580067289134103546790450798302789002456391600000645871900872935641,918453267234167589567289134123546798456798312789312456391624875645871923872935641
030070500045200000670040030002050000400007100007312400500064981004000060000500002,239678514145239678678145239312456897456897123897312456523764981784921365961583742
500096740046278309089300100213009687457601203690723415325017064861930502974500800,532196748146278359789345126213459687457681293698723415325817964861934572974562831
000349010130200000780106200000000008407801320098023005000600003000900600906000000,265349817134278569789156234312465798457891326698723145521684973843917652976532481
042081300100047089709056120003465700050190263690023000000609807060074030000800640,542981376136247589789356124213465798457198263698723415324619857861574932975832641
417650928035009460680247135123000789046790213798012040051004692804006351062031074,417653928235189467689247135123465789546798213798312546351874692874926351962531874
086509427124360080509040130013456708457892060600103000700600902005020070002705010,386519427124367589579248136213456798457892361698173245731684952845921673962735814
680520734023000580450089120000600890365798241098100360532910678841076953076053400,689521734123467589457389126214635897365798241798142365532914678841276953976853412
049000300200040000070030105012400700450001000090072000001600070000020800080704500,149568327235147689678239145312456798457891236896372451521683974764925813983714562
401970305035146789009230006003050000046009217807010050308500002652701800970803001,461978325235146789789235146123457698546389217897612453318564972652791834974823561
030006820024370569678059004003400798007002300069010040041687050002034071096521083,935146827124378569678259134213465798457892316869713245341687952582934671796521483
502100903034289007600357100213070000456801372090023005021000000045900736907030201,572164983134289567689357124213475698456891372798623415321746859845912736967538241
010405060205168309689207145000306807357819426896720000438601952061082734070003681,713495268245168379689237145124356897357819426896724513438671952561982734972543681
820109364004260589560300020203005698056001073008000015000000950070000802000000040,827159364134267589569348127213475698456891273798623415341782956675914832982536741
004310060135267089679450100312546897457891236890723014520030978043082650968105302,284319765135267489679458123312546897457891236896723514521634978743982651968175342
000020750200000108079000204000600097050890302008000546000000070605012903080356000,861423759234579168579168234123645897456897312798231546312984675645712983987356421
006008000004260509009004060012075090007009000698300005701500000000700000000800020,276958134134267589589134267312475698457689312698312475721593846843726951965841723
780390504234056700569008120120547008456289300897603240305804076600031450002065001,781392564234156789569478123123547698456289317897613245315824976678931452942765831
308751269005309008679200135013005800456892017800136000031087002782900603964503700,348751269125369478679248135213475896456892317897136524531687942782914653964523781
000020100020307600709150200210460098057290306000013000000000947000901500972000860,346829175125347689789156234213465798457298316698713452531682947864971523972534861
029070035000200700000130206003047098000090007097000001040000970705000004900004500,629478135134256789578139246213547698456891327897362451341685972765923814982714563
138675024240139008679208105312450709456800213890300456501963040700581392983024000,138675924245139678679248135312456789456897213897312456521963847764581392983724561
002863100034009600680000035203470890406090700000012004020500060800030500000021080,572863149134259678689147235213475896456398712798612354321584967847936521965721483
420097560135046089670358100013400890047809236896000415351672900060980301984031672,428197563135246789679358124213465897547819236896723415351672948762984351984531672
926450010104067500578109240013506700457801620089372154341685972762910835890720061,926458317134267589578139246213546798457891623689372154341685972762914835895723461
047560102020470568569128347204056780300890000790214605401782906670901823902635070,847563192123479568569128347214356789356897214798214635431782956675941823982635471
000000000020450000608139200010060090006090412789210000030006080000900720090001003,945672138123458679678139245214365897356897412789214356437526981561983724892741563
080390502234050000560000034000000800007800000098700010310007050000002000006001203,781394562234156789569278134123465897457819326698723415312647958845932671976581243
500008030000006780008039005213065097450807003009012406001574908865901000947603502,592748631134256789678139245213465897456897123789312456321574968865921374947683512
067023845234008679580467123312540798456089001700031456621005984043692517900804362,167923845234158679589467123312546798456789231798231456621375984843692517975814362
000000800200000040080140030120057698000090010097602304042000087060970421000804060,614235879235789146789146235123457698456398712897612354342561987568973421971824563
917830026034056780568279030023400890456798210780300465301627958605000342890003601,917834526234156789568279134123465897456798213789312465341627958675981342892543671
290160540005200600078459023010000097400890200069302000500780904700904050030620780,293167548145238679678459123312546897457891236869372415521783964786914352934625781
830724905120009670079100004210475060450090023690200007000002090005041300000037541,836724915124359678579168234213475869457896123698213457341582796765941382982637541
900000480000008000608009235003000000067801000000072040020504060745006820000700000,952637481134258679678149235213465798467891352589372146321584967745916823896723514
410032006005169008600457123123540000000790231700213645351904867862371954074605310,417832596235169478689457123123546789546798231798213645351924867862371954974685312
000100902004079560579068004013400780450000320006000015000080000705012603040030000,368145972124379568579268134213456789457891326896723415631584297785912643942637851
107648025234050689060200047010460708400081206780392050605003974843070012970520803,197648325234157689568239147312465798459781236786392451625813974843976512971524863
070005003120408000000000104010034000000000005089251300000002000000000850800906432,974125683123468579568379124215634798346897215789251346431582967692743851857916432
859231476103400589407089100204056798375198064098724010030810947781943052902675831,859231476123467589467589123214356798375198264698724315536812947781943652942675831
083006040000370560560040100210437806306001720000620014000002681650903072870164950,983516247124378569567249138215437896346891725798625314439752681651983472872164953
380597020105300709600108345010059678006080293700200401531800960800914507940030012,384597126125346789679128345213459678456781293798263451531872964862914537947635812
600800230123400080570200000000006090040008605860500314400085002702004800080703050,694851237123467589578239146215346798347198625869572314431685972752914863986723451
703000280004308579500009130200406098340001020609720301431602950806903402050040803,793514286124368579568279134215436798347891625689725341431682957876953412952147863
000009076000007400009248000002070690450000320800600500501780960704030050000500702,148359276235167489679248135312475698456891327897623514521784963764932851983516742
604120800120480067509007124200600089306700000798200340031806952800943671967512038,674125893123489567589367124215634789346798215798251346431876952852943671967512438
104653007230108469678049100312465708406807010080312006520900074863720951940001623,194653287235178469678249135312465798456897312789312546521936874863724951947581623
987400016023560400450009237014356008005008124798010300530041002640800051871025043,987432516123567489456189237214356798365798124798214365539641872642873951871925643
287341560034560000009008004002406807456800312708023456621034080805910040940680700,287341569134569278569278134312456897456897312798123456621734985875912643943685721
003415007000789236009236105210300600350100402090620051031000860500900720900803510,623415987145789236789236145214357698356198472897624351431572869568941723972863514
000036000230000080067489123100040790400090200700362504340875962602000005090000370,918236457234157689567489123123548796456791238789362514341875962672913845895624371
628034900130009678000000200013400069056000000890020451341502090065940082900007000,628734915134259678579168234213475869456891327897326451341582796765943182982617543
056000000020009508080250000203065080465008010800020056000000000042530001908614300,356841972124379568789256134213465789465798213897123456531982647642537891978614325
704090000100006780069070004210004800000700200000205036402560070070003000950007640,784192365123456789569378124215634897346789251897215436432561978678943512951827643
605090300003407600400008125214530708050009000008004000007800060060973450900605003,685291347123457689479368125214536798356789214798124536537842961861973452942615873
082659430004008560560100078210060897000807103090000600300080054075900000048500716,782659431134278569569134278213465897456897123897312645321786954675941382948523716
670008002004009578089120346010406780307000005800075030431652807758910600960000050,673548912124369578589127346215436789347891265896275134431652897758914623962783451
738020009104009070560070234210540800050097012897213000371082940000951783000704001,738425169124369578569178234213546897456897312897213456371682945642951783985734621
000007005000058609500360004000000896406001030800020401300702900700900500000530700,629147385134258679578369124213475896456891237897623451345712968762984513981536742
058670491104050078000048035213000789460097020897203500531784962086020304942536817,358672491124359678679148235213465789465897123897213546531784962786921354942536817
817654239030179068060030147103467895406890372008325400042706050600913024071540683,817654239234179568569238147123467895456891372798325416342786951685913724971542683
267090831130060079500137040302540700450009103798002065620870954870954610045001380,267495831134268579589137246312546798456789123798312465621873954873954612945621387
006953008005208060089046035312065897450009106008710354000090000800000040974000002,246953718135278469789146235312465897457389126698712354521894673863527941974631582
000408930005070000009006105000000009450001072090000051030000090800915023002000010,216458937345179268789236145123547689458691372697382451531724896864915723972863514
000236041020450600467089205214365897305091426009000153501042970090518004806073512,958236741123457689467189235214365897375891426689724153531642978792518364846973512
680050794020379008579468123010030070346097010798010040431526080057941632002083000,683152794124379568579468123215634879346897215798215346431526987857941632962783451
600300798235709146000046005123460809006807302000010064301600907500900403978504601,614352798235789146789146235123465879456897312897213564341628957562971483978534621
001957860056000000700300125132060700540280600090713400003000980804602530060000207,321957864456128379789346125132465798547289613698713452213574986874692531965831247
074296035205000679680057124310405098457019203006023451521630987703982516968501342,174296835235148679689357124312465798457819263896723451521634987743982516968571342
107003204204106009000207000010000807000700302090012056000004000806971523903008641,157893264234156789689247135312465897465789312798312456521634978846971523973528641
006100000000000000000056130214060708007891406698700300001607050800000640000000001,546139287123478569789256134214365798357891426698724315431687952875912643962543871
000219400123050080400308105214036090357801006006000301530002807002085904000003510,685219473123457689479368125214536798357891246896724351531942867762185934948673512
690200730003400009500009100005034800040800010789000340030000972800000400950003680,694251738123478569578369124215634897346897215789125346431586972867912453952743681
600871090100009000780256034214037060356008020007462000431705980502004700978010542,643871295125349678789256134214537869356198427897462351431725986562984713978613542
501073000200009670079248035020065780050000000700302546010584900007006351060701800,581673492234159678679248135123465789456897213798312546312584967847926351965731824
367200000100300600500067020200000890400700030096803010630982704805100962042605380,367218549124359678589467123213546897458791236796823415631982754875134962942675381
240576180006209040789134056312450690405300000090612435500863004678901520034700860,243576189156289347789134256312457698465398712897612435521863974678941523934725861
041508206256037480789200035123059700065001300890362510510623907632074850974015023,341598276256137489789246135123459768465781392897362514518623947632974851974815623
648501200123079508079208100000356897356807000097024006061083905002945601985600743,648531279123479568579268134214356897356897412897124356461783925732945681985612743
746892130120406789509130246210365897350289401008710350435620978861903520072048610,746892135123456789589137246214365897357289461698714352435621978861973524972548613
032100500005008600608409100210540897057891006869370015320705000590610782780020350,932167548145238679678459123213546897457891236869372415321785964594613782786924351
160800209005170408009246135310460097456798310090310540001037904648901000073084021,164853279235179468789246135312465897456798312897312546521637984648921753973584621
140000630205146789078239145012400967450790028090060451521673890783904510964015073,149587632235146789678239145312458967456791328897362451521673894783924516964815273
086040053000000000007300026000000000005098004090000300001070940602003570070450630,986241753123567489457389126214635897365798214798124365531876942642913578879452631
490201700123400560508369124014500897000802406689007200700624008805013072960780041,496251783123478569578369124214536897357892416689147235731624958845913672962785341
310080000450107080009040120100000098007008613690010250200801940000074002000500800,312689475456127389789345126123456798547298613698713254235861947861974532974532861
000903000000068009089100006214000600306009000090206005430780960862004703001030800,647953281123468579589127346214375698356819427798246135435781962862594713971632854
020580300305100068709036145000000896458691023097020401501062084862043517904805032,126584379345179268789236145213457896458691723697328451531762984862943517974815632
230600070050789123780123400123056000547298361600007045002500807060971502975032610,231645978456789123789123456123456789547298361698317245312564897864971532975832614
486007152023056780079120040210539600057001004690074513001042965862905037005760821,486397152123456789579128346214539678357681294698274513731842965862915437945763821
027930008034208609009000230013075890050309107090600045040506080862001000005820000,627934518134258679589167234213475896456389127798612345341596782862741953975823461
000340007204157000007000130000400008400790020600800000015008042700900063940000000,891346257234157689567289134123465798458791326679823415315678942782914563946532871
480625930200109468679048105123006089546897213798013040007560894800930601904781352,481625937235179468679348125123456789546897213798213546317562894852934671964781352
000000000123000080000300000000037896350100007089604310001000070000002400000043061,948271653123456789567389124214537896356198247789624315431865972675912438892743561
708509023023678059459120678010356007305090016090010045530000004600085700987030562,768549123123678459459123678214356897375894216896217345531762984642985731987431562
010000870040100009700000005020400608450600010008010400500701980800005700900860000,316594872245178369789236145123457698457689213698312457532741986861925734974863521
139865027200137609608040035310456798456790213897010500020003974763924801900500362,139865427245137689678249135312456798456798213897312546521683974763924851984571362
203009605005260379680000020310046008400890230006003451000900860700680012900002500,273419685145268379689357124312546798457891236896723451521934867734685912968172543
467809203020460009089100407204375698000208104798004320635081940800900056972506031,467859213123467589589123467214375698356298174798614325635781942841932756972546831
513070962000130508700206130120365000350090216698010345030581697061907003900643821,513874962246139578789256134124365789357498216698712345432581697861927453975643821
780340956230069078569078204123450709450890310890210465302080597005900843008700621,781342956234569178569178234123456789456897312897213465312684597675921843948735621
840025000025600000679008025210536780056800204708204536007960852500700093080050671,843125967125679348679348125214536789356897214798214536437961852561782493982453671
005800007100007500089006034000405798457098306690700005501004000004030051902500843,345829167126347589789156234213465798457298316698713425531684972874932651962571843
837050010120000500560104378013460890406709000098203640000002786672831000900040000,837956412124378569569124378213465897456789123798213645341592786672831954985647231
790006000003408069568039047005307806300801725879005304400602901601083072902700653,794526138123478569568139247215347896346891725879265314437652981651983472982714653
060103800135080467709456003013507689506308271097602304301705940658934712074821006,462173895135289467789456123213547689546398271897612354321765948658934712974821536
406000072123400680000230100000000090065700000897100530031800907008090400042003800,456918372123457689789236145214365798365789214897124536531842967678591423942673851
408703200230160070679208100123405096046001327800326510351687942780914603060532001,418753269235169478679248135123475896546891327897326514351687942782914653964532781
064007058135289467089400023012040000056701302007623010521830790608005230973102805,264317958135289467789456123312548679456791382897623514521834796648975231973162845
030804615140236709680000034312000090406780120708302400521603908863971542904008060,237894615145236789689157234312465897456789123798312456521643978863971542974528361
400000201003408500067009008210005097050097004008010035635700082040032756900506403,489653271123478569567129348214365897356897124798214635635741982841932756972586413
098050241100000007560100300003065008050000000000213006001840000840900032070030800,398657241124389567567124389213465798456798123789213456631842975845971632972536814
581730904204169008009000003103006009056897000790013406012670095865900047947380002,581732964234169578679458123123546789456897231798213456312674895865921347947385612
010924056245107389009300124024536090056789040008240563431802675062070918907010430,813924756245167389679358124124536897356789241798241563431892675562473918987615432
140007520030106009789000146000058090007369208608710050520084971000903460064070002,146897523235146789789235146312458697457369218698712354523684971871923465964571832
800523061020069578560070000010000700300000000090204350001002005600000813080000007,847523961123469578569178234214356789356897142798214356431782695672945813985631427
800300000004069070500000020213506700400007001090000406301004090007000305985031042,872315964134269578569478123213546789456897231798123456321654897647982315985731642
942137500105268479078459020213046097057002316809300245326715984591080730780920601,942137568135268479678459123213546897457892316869371245326715984591684732784923651
090580107020007509570129306205346098340700015709210463067800002801050670052604000,694583127123467589578129346215346798346798215789215463467831952831952674952674831
487100035023457680060238007200060798300009426006800351001580000042970503900600802,487196235123457689569238147214365798358719426796824351631582974842971563975643812
200941805145200060009000120002000098000089030008000000000000007000092013903807542,236941875145278369789356124312465798457189236698723451521634987874592613963817542
871624095230050678069308024003460789456897203008200456312506007607901532945732061,871624395234159678569378124123465789456897213798213456312586947687941532945732861
521800003306000250789000106132457609457608312098312005213580967870060520905720834,521846793346179258789235146132457689457698312698312475213584967874963521965721834
409210087020578460500460020204056090006000204897100356630700905702945001045630870,469213587123578469578469123214356798356897214897124356631782945782945631945631872
080269351103457080569008207204300090356891400798624135635740900870913500000506723,487269351123457689569138247214375896356891472798624135635742918872913564941586723
